goos: linux
goarch: amd64
pkg: github.com/FnuGk/ipcbench
BenchmarkNestedProtoMarshal1-8         	10000000	       784 ns/op	     208 B/op	       1 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20228279 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20174381 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20387595 ns/op	10143842 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20233423 ns/op	10143845 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20188333 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20203889 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20208039 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20350966 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     200	  41244055 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     200	  26769243 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20160033 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20243152 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20190187 ns/op	10143844 B/op	  212007 allocs/op
BenchmarkNestedProtoUnMarshal10000-8   	     300	  20285002 ns/op	10143843 B/op	  212007 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     20794 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	  500000	     10346 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13638 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     15261 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13618 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     11999 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     14439 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     10352 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     14994 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	  500000	     10347 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13630 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     11091 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	  300000	     18451 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     11994 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13629 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13650 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     12809 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     10361 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13625 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     12797 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     10354 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13623 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13631 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     14447 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     10344 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13628 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13274 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	  500000	     10352 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     13631 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal1-8        	 1000000	     10353 ns/op	     816 B/op	      23 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    148392 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   50000	    182694 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    140080 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    131890 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    156586 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    115523 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    140075 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    156520 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   50000	    152930 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    140157 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   50000	    157391 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    115501 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   30000	    168891 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    115485 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   50000	    188231 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    115457 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    140155 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   50000	    150798 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   50000	    148430 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    149970 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   50000	    115536 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    138292 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   50000	    115367 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    131780 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    115421 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    156424 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    118979 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   30000	    187659 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	   30000	    190260 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal10-8       	  100000	    115500 ns/op	    5344 B/op	     215 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1834713 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1535227 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    3000	   1768167 ns/op	   57312 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1338953 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1334813 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1335962 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1336038 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1629889 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    3000	   2432488 ns/op	   57312 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1365441 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1664074 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1334784 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1827423 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1334929 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1633458 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    3000	   2154775 ns/op	   57312 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1335046 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1335116 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1990002 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1333566 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1784035 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1335735 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1427032 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    3000	   1952410 ns/op	   57312 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1824496 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1993702 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1332987 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1338007 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1333525 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal100-8      	    5000	   1990509 ns/op	   57299 B/op	    2404 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13307478 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  16589759 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13296802 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13322589 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     300	  21784301 ns/op	  570015 B/op	   23918 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  16601628 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  16574871 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13310201 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  16634978 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13296207 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13300722 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13289308 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  18241956 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13301403 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13312545 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  18520121 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  16593904 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13376259 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13320399 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13293197 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  18703348 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13289667 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  18223878 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  16587943 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13316213 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  18285443 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  15073840 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  13313299 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  18562908 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal1000-8     	     500	  18232555 ns/op	  568729 B/op	   23899 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67944141 ns/op	 2936673 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  77731311 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	      50	 125980783 ns/op	 2985860 B/op	  122908 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  84198024 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  76170051 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  78717996 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67810992 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67733198 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  83963975 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  76041138 ns/op	 2936675 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  92228037 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67649862 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67606514 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67779792 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  93539058 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	      50	 110123974 ns/op	 2985860 B/op	  122908 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67665218 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67763570 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  84213642 ns/op	 2936675 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67669821 ns/op	 2936675 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  92441667 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  68718924 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  84835177 ns/op	 2936675 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  84270110 ns/op	 2936675 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  77772682 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67789658 ns/op	 2936675 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  75929169 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  75939649 ns/op	 2936674 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  84077601 ns/op	 2936675 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal5000-8     	     100	  67754903 ns/op	 2936675 B/op	  122203 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 168450455 ns/op	 5967014 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 135907949 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 135879061 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 152079366 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 168195697 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 150116530 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 168969488 ns/op	 5967016 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 135698204 ns/op	 5967016 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 168680048 ns/op	 5967016 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 137716731 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 136042149 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 201553475 ns/op	 5967018 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 152543881 ns/op	 5967016 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 152696318 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 136053725 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 168973428 ns/op	 5967014 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 152746782 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 136167606 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 139786238 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 136519700 ns/op	 5967014 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 199416314 ns/op	 5967014 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 140936668 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 136073831 ns/op	 5967019 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 168965455 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 168949699 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 201773163 ns/op	 5967017 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 152477999 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 135875724 ns/op	 5967014 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 135466278 ns/op	 5967016 B/op	  245661 allocs/op
BenchmarkNestedJSONUnMarshal10000-8    	      50	 217469271 ns/op	 5967015 B/op	  245661 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        88.8 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.5 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        89.9 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.4 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.5 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	       114 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.6 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	       106 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.6 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.4 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.5 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        81.7 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.5 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        86.9 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        82.6 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        98.1 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        90.4 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        74.4 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	       109 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.6 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        98.1 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.5 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        89.8 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        90.4 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        90.0 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        77.1 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        79.7 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.5 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        98.0 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleProtoMarshal-8          	100000000	        73.5 ns/op	       2 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	30000000	       321 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       330 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       328 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       318 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       323 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       325 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       324 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       321 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       320 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       329 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       322 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       321 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       323 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       321 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	30000000	       324 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       324 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       320 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       320 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       326 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       324 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       326 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       326 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       319 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       324 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       329 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       329 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       328 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       327 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	20000000	       323 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleJSONMarshal-8           	30000000	       329 ns/op	     176 B/op	       1 allocs/op
BenchmarkSimpleProtoUnMarshal-8        	100000000	        55.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleProtoUnMarshal-8        	100000000	        71.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleProtoUnMarshal-8        	100000000	        71.0 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleProtoUnMarshal-8        	100000000	        70.9 ns/op	       0 B/op	       0 allocs/op
BenchmarkSimpleProtoUnMarshal-8        	200000000	        33.4 ns/op	       0 B/op	       0 allocs/op
