Test,Iterations,ns/op,B/op,allocs/op
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13296207 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13300722 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13289308 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  18241956 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13301403 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13312545 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  18520121 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  16593904 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13376259 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13320399 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13293197 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  18703348 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13289667 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  18223878 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  16587943 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13316213 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  18285443 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  15073840 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  13313299 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  18562908 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal1000-8     ,     500,  18232555 ,  568729 ,   23899 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67944141 , 2936673 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  77731311 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,      50, 125980783 , 2985860 ,  122908 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  84198024 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  76170051 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  78717996 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67810992 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67733198 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  83963975 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  76041138 , 2936675 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  92228037 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67649862 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67606514 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67779792 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  93539058 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,      50, 110123974 , 2985860 ,  122908 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67665218 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67763570 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  84213642 , 2936675 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67669821 , 2936675 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  92441667 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  68718924 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  84835177 , 2936675 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  84270110 , 2936675 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  77772682 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67789658 , 2936675 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  75929169 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  75939649 , 2936674 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  84077601 , 2936675 ,  122203 
BenchmarkNestedJSONUnMarshal5000-8     ,     100,  67754903 , 2936675 ,  122203 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 168450455 , 5967014 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 135907949 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 135879061 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 152079366 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 168195697 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 150116530 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 168969488 , 5967016 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 135698204 , 5967016 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 168680048 , 5967016 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 137716731 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 136042149 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 201553475 , 5967018 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 152543881 , 5967016 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 152696318 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 136053725 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 168973428 , 5967014 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 152746782 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 136167606 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 139786238 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 136519700 , 5967014 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 199416314 , 5967014 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 140936668 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 136073831 , 5967019 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 168965455 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 168949699 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 201773163 , 5967017 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 152477999 , 5967015 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 135875724 , 5967014 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 135466278 , 5967016 ,  245661 
BenchmarkNestedJSONUnMarshal10000-8    ,      50, 217469271 , 5967015 ,  245661 
BenchmarkSimpleProtoMarshal-8          ,100000000,        88.8 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.5 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        89.9 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.4 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.5 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,       114 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.6 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,       106 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.6 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.4 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.5 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        81.7 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.5 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        86.9 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        82.6 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        98.1 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        90.4 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        74.4 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,       109 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.6 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        98.1 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.5 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        89.8 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        90.4 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        90.0 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        77.1 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        79.7 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.5 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        98.0 ,       2 ,       1 
BenchmarkSimpleProtoMarshal-8          ,100000000,        73.5 ,       2 ,       1 
BenchmarkSimpleJSONMarshal-8           ,30000000,       321 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       330 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       328 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       318 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       323 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       325 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       324 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       321 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       320 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       329 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       322 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       321 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       323 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       321 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,30000000,       324 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       324 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       320 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       320 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       326 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       324 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       326 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       326 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       319 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       324 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       329 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       329 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       328 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       327 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,20000000,       323 ,     176 ,       1 
BenchmarkSimpleJSONMarshal-8           ,30000000,       329 ,     176 ,       1 
BenchmarkSimpleProtoUnMarshal-8        ,100000000,        55.7 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,100000000,        71.0 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,100000000,        71.0 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,100000000,        70.9 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        62.8 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        34.1 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,100000000,        50.3 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        62.7 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        34.0 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleProtoUnMarshal-8        ,200000000,        33.4 ,       0 ,       0 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       699 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       712 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       714 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       707 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       711 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       715 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       710 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       705 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       707 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       718 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       716 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       712 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       706 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       709 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       706 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       699 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       709 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       707 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       703 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       705 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       703 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       714 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       709 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       714 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       700 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       714 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       706 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       713 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       712 ,     304 ,       3 
BenchmarkSimpleJSONUnMarshal-8         ,10000000,       712 ,     304 ,       3 
